"texto"	"id"	"nombre"	"fecha"	"respuestaA"	"respuestaAid"	"favorito"	"n_favorito"	"retweeteado"	"n_retweet"	"es_retweet"	"fuente"	"longitud"	"latitud"
"@NJ4Trump1  Trump--Releases His List of SCOTUS---""Judges""!        https://t.co/qjAOYXDXDG … https://t.co/SsBq1AKlks"	733145850185011200	"NJ4Trump1"	"2016-05-19 04:02:46"	"NJ4Trump1"	703332764733538304	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
"RT @David_Boaz: GOP's attempt to treat Donald Trump as normal would be laughable were it not so perilous to the republic. https://t.co/kK9h…"	733147284121235456	"meshack1"	"2016-05-19 04:08:28"	NA	NA	FALSE	0	FALSE	6	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @DepressedDarth: Who would you vote for? RT Darth Vader  Like Donald Trump https://t.co/Q2SeFq6iNl"	733129438603423744	"MaraaVasconez"	"2016-05-19 02:57:33"	NA	NA	FALSE	0	FALSE	6130	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"#trump #trumptrain LOT OF 2 DONALD J. TRUMP MENS SILK TIES:  $9.99 (0 Bids)End Date: Mon... https://t.co/iG8JwnMfAW #trump2016 #news #rt"	733145476371906560	"TrumpGear2016"	"2016-05-19 04:01:17"	NA	NA	FALSE	1	FALSE	0	FALSE	"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"	NA	NA
"RT @LindaSuhler: <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E35>Trump &amp; Christie hold NJ fundraiser Thursday <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39>Donald Trump Lawrenceville, NJ <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39> 6:30 PM EDT #NJPrimary #Trump2016<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38> https:…"	733208082931650560	"Amberis4LSU"	"2016-05-19 08:10:03"	NA	NA	FALSE	0	FALSE	159	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @WeNeedTrump: Nothing Donald Trump says is racist. It's about common sense and fixing this country. #MakeAmericaGreatAgain https://t.co/…"	733120929375621120	"DeloyWilkerson"	"2016-05-19 02:23:44"	NA	NA	FALSE	0	FALSE	172	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @politico: Donald Trump accuses Bill Clinton of rape https://t.co/q44dygeaFq"	733121082807455744	"HashemLovesYou"	"2016-05-19 02:24:21"	NA	NA	FALSE	0	FALSE	59	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"Chris Collins: Trump's Man on the Hill: Many Republican leaders are struggling to come to terms with Donald Trump… https://t.co/lB0lmUtUHC"	733136644845371392	"POLSLosAngeles"	"2016-05-19 03:26:11"	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>"	NA	NA
"Donald Trump Brings Up 1999 Rape Allegation Against Bill Clinton #PresidentialElectionof2016 https://t.co/3qOazRhJJk"	733149164817670144	"natkdb4"	"2016-05-19 04:15:56"	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>"	NA	NA
"Like Donald Trump is just so hot"	733156486092853248	"trumpinfresh"	"2016-05-19 04:45:02"	NA	NA	FALSE	1	FALSE	0	FALSE	"<a href=""https://en.wikipedia.org/wiki/Vincent_van_Gogh"" rel=""nofollow"">Artist Robot</a>"	NA	NA
